Timestamp,Date,Time,AC_Power,DC_Power,Voltage_AC,Current_AC,Frequency,Efficiency,Status_Flags
2025-04-04 09:26:53,2025-04-04,09:26:53,62.307300000000005,65.3383,226.5,93.1,50.0,1,0
2025-04-04 09:29:11,2025-04-04,09:29:11,62.6759,65.81939999999999,227.2,93.4,50.0,1,0
2025-04-04 09:31:18,2025-04-04,09:31:18,63.4299,66.6525,227.2,94.5,50.0,1,0
2025-04-04 09:33:26,2025-04-04,09:33:26,64.6861,68.1161,227.2,96.3,50.0,1,0
2025-04-04 09:35:34,2025-04-04,09:35:34,66.4145,69.84,227.3,98.7,50.0,1,0
2025-04-04 09:37:36,2025-04-04,09:37:36,68.3348,71.6749,227.1,101.4,50.0,1,0
2025-04-04 09:39:42,2025-04-04,09:39:42,68.9707,72.3281,227.5,102.1,50.0,1,0
2025-04-04 09:41:52,2025-04-04,09:41:52,69.3975,72.67830000000001,227.2,102.8,50.0,1,0
2025-04-04 09:44:42,2025-04-04,09:44:42,70.55369999999999,74.0679,227.3,104.6,50.0,1,0
2025-04-04 09:46:54,2025-04-04,09:46:54,71.7289,75.2713,227.2,106.3,50.0,1,0
2025-04-04 09:49:05,2025-04-04,09:49:05,72.8077,76.3645,227.1,108.2,50.0,1,0
